date,region_code,hospitalized,new_positives,deceased,swabs
2020-10-14,14,9,18,26,50091
2020-10-14,05,54,124,293,196147
2020-10-14,05,20,29,413,253780
2020-10-14,01,562,499,4187,814570
2020-10-14,16,311,315,618,467815
2020-10-14,20,172,122,168,218661
2020-10-14,19,447,366,343,568187
2020-10-14,09,229,575,1183,867671
2020-10-14,10,71,141,91,239714
2020-10-14,02,13,37,146,32021
2020-10-14,05,271,657,2226,2095102
2020-10-15,13,159,203,491,234275
2020-10-15,17,36,37,37,85435
2020-10-15,18,51,39,104,230635
2020-10-15,15,762,1127,496,723005
2020-10-15,08,392,453,4503,1339233
2020-10-15,06,32,136,358,465140
2020-10-15,12,969,594,1001,1076138
2020-10-15,07,316,432,1626,362962
2020-10-15,03,726,2067,17037,2411663
2020-10-15,11,61,140,992,276513
2020-10-15,14,7,30,26,51862
2020-10-15,05,60,98,293,197890
2020-10-15,05,20,62,415,255435
2020-10-15,01,595,1033,4190,828712
2020-10-15,16,319,257,625,473161
2020-10-15,20,180,186,169,221349
2020-10-15,19,468,399,350,575631
2020-10-15,09,276,581,1185,878817
2020-10-15,10,74,263,91,243404
2020-10-15,02,14,67,146,32441
2020-10-15,05,279,600,2237,2114126
2020-10-16,13,167,178,491,237943
2020-10-16,17,36,57,38,86551
2020-10-16,18,51,102,104,233393
2020-10-16,15,786,1261,499,737227
2020-10-16,08,404,544,4504,1352796
2020-10-16,06,45,165,359,470467
2020-10-16,12,1004,795,1006,1095576
2020-10-16,07,347,585,1632,367942
2020-10-16,03,834,2419,17044,2442250
2020-10-16,11,73,115,992,278711
2020-10-16,14,8,21,26,52400
2020-10-16,05,66,128,293,200042
2020-10-16,05,20,111,416,257811
2020-10-16,01,658,821,4194,838419
2020-10-16,16,326,313,630,478743
2020-10-16,20,187,133,171,223799
2020-10-16,19,471,578,360,583340
2020-10-16,09,308,755,1187,890317
2020-10-16,10,75,198,91,246365
2020-10-16,02,13,27,146,32618
2020-10-16,05,299,704,2244,2121494
2020-10-17,13,169,148,493,241046
2020-10-17,17,40,57,38,87674
2020-10-17,18,58,94,104,236388
2020-10-17,15,817,1410,499,751931
2020-10-17,08,427,641,4509,1366109
2020-10-17,06,49,167,359,474807
2020-10-17,12,1043,994,1018,1123324
2020-10-17,07,364,464,1633,373115
2020-10-17,03,943,2664,17057,2471303
2020-10-17,11,77,121,992,280905
2020-10-17,14,9,65,26,53352
2020-10-17,05,66,155,293,201756
2020-10-17,05,27,82,417,260404
2020-10-17,01,701,972,4196,849485
2020-10-17,16,368,350,632,484125
2020-10-17,20,192,130,172,226794
2020-10-17,19,479,475,362,589079
2020-10-17,09,344,879,1189,903865
2020-10-17,10,99,205,92,249890
2020-10-17,02,17,78,146,33039
2020-10-17,05,328,774,2247,2135650
2020-10-18,13,170,221,494,244761
2020-10-18,17,43,48,39,88624
2020-10-18,18,61,78,104,238747
2020-10-18,15,849,1376,501,766187
2020-10-18,08,439,526,4515,1375298
2020-10-18,06,56,155,361,477102
2020-10-18,12,1085,1198,1024,1146334
2020-10-18,07,402,370,1636,376443
2020-10-18,03,1065,2975,17078,2502284
2020-10-18,11,88,204,995,283447
2020-10-18,14,12,27,26,54367
2020-10-18,05,67,171,293,203735
2020-10-18,05,38,48,417,261234
2020-10-18,01,780,1123,4198,859206
2020-10-18,16,377,301,635,488758
2020-10-18,20,208,230,174,228705
2020-10-18,19,493,548,365,595469
2020-10-18,09,385,906,1194,917245
2020-10-18,10,115,327,92,253302
2020-10-18,02,20,73,146,33399
2020-10-18,05,378,800,2256,2145935
2020-10-19,13,197,159,494,246937
2020-10-19,17,51,22,39,89021
2020-10-19,18,66,108,104,240223
2020-10-19,15,884,1593,522,778882
2020-10-19,08,481,552,4518,1383324
2020-10-19,06,62,90,364,478383
2020-10-19,12,1130,939,1033,1163907
2020-10-19,07,436,323,1641,378314
2020-10-19,03,1136,1687,17084,2516861
2020-10-19,11,97,98,995,284664
2020-10-19,14,12,38,26,55111
2020-10-19,05,67,85,294,205014
2020-10-19,05,44,79,418,262752
2020-10-19,01,883,933,4203,868770
2020-10-19,16,397,321,639,491204
2020-10-19,20,210,159,174,231011
2020-10-19,19,521,362,368,598721
2020-10-19,09,449,986,1206,927802
2020-10-19,10,131,167,93,254330
2020-10-19,02,26,135,146,33852
2020-10-19,05,396,502,2255,2150361
2020-10-20,13,210,184,495,250052
2020-10-20,17,51,17,39,90136
2020-10-20,18,73,94,104,242700
2020-10-20,15,946,1312,534,789087
2020-10-20,08,531,507,4523,1399873
2020-10-20,06,65,131,366,482298
2020-10-20,12,1196,1224,1038,1185024
2020-10-20,07,505,907,1647,384376
2020-10-20,03,1268,2023,17103,2538587
2020-10-20,11,99,89,996,286546
2020-10-20,14,12,26,26,55589
2020-10-20,05,96,209,295,206833
2020-10-20,05,45,94,418,263606
2020-10-20,01,1037,1396,4209,881788
2020-10-20,16,432,295,642,497031
2020-10-20,20,226,221,177,233027
2020-10-20,19,542,574,378,606852
2020-10-20,09,475,812,1208,939153
2020-10-20,10,150,194,93,258701
2020-10-20,02,36,75,146,34435
2020-10-20,05,459,490,2268,2158487
2020-10-21,13,212,252,500,253175
2020-10-21,17,48,85,39,91337
2020-10-21,18,81,136,105,245158
2020-10-21,15,996,1760,545,802965
2020-10-21,08,596,671,4531,1417038
2020-10-21,06,76,219,367,486925
2020-10-21,12,1226,1219,1054,1205529
2020-10-21,07,547,546,1656,389326
2020-10-21,03,1521,4125,17123,2575003
2020-10-21,11,115,226,997,289086
2020-10-21,14,9,22,26,56882
2020-10-21,05,96,189,296,208717
2020-10-21,05,48,148,420,266366
2020-10-21,01,1111,1799,4216,895399
2020-10-21,16,438,324,644,502331
2020-10-21,20,236,167,180,235250
2020-10-21,19,565,562,389,614264
2020-10-21,09,503,866,1221,950782
2020-10-21,10,152,350,95,262392
2020-10-21,02,42,111,146,35990
2020-10-21,05,439,1422,2282,2178114
2020-10-22,13,208,306,501,256324
2020-10-22,17,48,83,42,92593
2020-10-22,18,86,187,105,248178
2020-10-22,15,1037,1541,551,814966
2020-10-22,08,636,889,4537,1433217
2020-10-22,06,83,220,368,492435
2020-10-22,12,1293,1251,1070,1227104
2020-10-22,07,540,690,1673,394365
2020-10-22,03,1685,4125,17152,2610718
2020-10-22,11,133,321,998,292862
2020-10-22,14,13,28,26,57578
2020-10-22,05,106,247,296,211011
2020-10-22,05,57,153,423,267600
2020-10-22,01,1226,1550,4227,906964
2020-10-22,16,448,485,645,507982
2020-10-22,20,264,243,181,238628
2020-10-22,19,588,796,397,621996
2020-10-22,09,524,1145,1229,962277
2020-10-22,10,171,407,97,266398
2020-10-22,02,48,87,149,36671
2020-10-22,05,500,1325,2301,2192554
2020-10-23,13,228,234,503,259623
2020-10-23,17,54,89,42,94027
2020-10-23,18,100,159,105,251288
2020-10-23,15,1090,2280,563,830767
2020-10-23,08,657,888,4547,1449195
2020-10-23,06,88,340,369,497736
2020-10-23,12,1354,1389,1081,1249561
2020-10-23,07,598,778,1680,399461
2020-10-23,03,2013,4916,17159,2647681
2020-10-23,11,152,453,1000,297179
2020-10-23,14,13,56,26,58164
2020-10-23,05,106,269,296,213835
2020-10-23,05,65,207,423,271097
2020-10-23,01,1362,2032,4236,919629
2020-10-23,16,479,590,646,513235
2020-10-23,20,275,349,181,242374
2020-10-23,19,593,730,408,630011
2020-10-23,09,574,1290,1237,973655
2020-10-23,10,183,447,100,269993
2020-10-23,02,50,97,149,37111
2020-10-23,05,515,1550,2308,2208831
2020-10-24,13,228,375,503,263485
2020-10-24,17,53,50,44,95241
2020-10-24,18,100,166,105,254634
2020-10-24,15,1118,1718,571,843297
2020-10-24,08,723,1180,4557,1466807
2020-10-24,06,100,412,372,504257
2020-10-24,12,1438,1687,1090,1272340
2020-10-24,07,641,1035,1686,405575
2020-10-24,03,2153,4956,17210,2680430
2020-10-24,11,178,274,1001,299892
2020-10-24,14,16,66,27,58880
2020-10-24,05,133,277,296,216044
2020-10-24,05,59,162,424,273190
2020-10-24,01,1483,1548,4248,931476
2020-10-24,16,522,631,656,518574
2020-10-24,20,287,329,184,246095
2020-10-24,19,606,886,417,637158
2020-10-24,09,640,1526,1248,987024
2020-10-24,10,203,525,102,273906
2020-10-24,02,58,112,152,37525
2020-10-24,05,548,1729,2317,2226292
2020-10-25,13,245,368,514,266853
2020-10-25,17,53,77,44,96422
2020-10-25,18,106,179,106,257594
2020-10-25,15,1151,2590,571,860203
2020-10-25,08,757,1192,4561,1476451
2020-10-25,06,112,334,374,508057
2020-10-25,12,1476,1541,1100,1294172
2020-10-25,07,696,657,1691,409770
2020-10-25,03,2326,5762,17235,2715715
2020-10-25,11,178,521,1003,303279
2020-10-25,14,20,26,28,59395
2020-10-25,05,147,339,296,218797
2020-10-25,05,72,104,425,275017
2020-10-25,01,1601,2287,4259,944133
2020-10-25,16,548,515,663,522951
2020-10-25,20,299,195,191,248525
2020-10-25,19,642,695,428,642351
2020-10-25,09,714,1863,1262,1000835
2020-10-25,10,215,463,105,277303
2020-10-25,02,63,97,153,37826
2020-10-25,05,585,1468,2329,2238353
2020-10-26,13,249,348,524,270057
2020-10-26,17,66,8,44,96556
2020-10-26,18,108,180,108,260121
2020-10-26,15,1191,1981,587,871772
2020-10-26,08,816,1146,4564,1488534
2020-10-26,06,119,334,377,511144
2020-10-26,12,1599,1698,1116,1313163
2020-10-26,07,788,419,1704,412289
2020-10-26,03,2459,3570,17252,2737039
2020-10-26,11,227,238,1004,304340
2020-10-26,14,19,101,28,59951
2020-10-26,05,152,321,299,221307
2020-10-26,05,81,113,426,276004
2020-10-26,01,1849,1625,4273,955500
2020-10-26,16,589,424,673,526008
2020-10-26,20,303,231,192,250901
2020-10-26,19,677,568,439,647327
2020-10-26,09,779,2171,1275,1013957
2020-10-26,10,239,263,108,278289
2020-10-26,02,75,144,154,38331
2020-10-26,05,612,1129,2332,2246098
2020-10-27,13,284,345,532,272901
2020-10-27,17,68,77,44,98015
2020-10-27,18,117,234,111,262979
2020-10-27,15,1210,2761,607,886553
2020-10-27,08,934,1413,4579,1509935
2020-10-27,06,139,241,378,515566
2020-10-27,12,1632,1993,1139,1338385
2020-10-27,07,837,1127,1718,418646
2020-10-27,03,2715,5035,17310,2766999
2020-10-27,11,250,380,1006,307045
2020-10-27,14,17,66,29,60629
2020-10-27,05,169,242,300,223079
2020-10-27,05,84,257,427,277349
2020-10-27,01,2016,2458,4286,968047
2020-10-27,16,635,611,686,531155
2020-10-27,20,306,174,199,253445
2020-10-27,19,727,860,449,654651
2020-10-27,09,804,1823,1290,1027459
2020-10-27,10,248,314,110,281634
2020-10-27,02,99,57,156,38828
2020-10-27,05,664,1526,2344,2259786
2020-10-28,13,306,434,534,276681
2020-10-28,17,73,120,47,99466
2020-10-28,18,120,196,111,266246
2020-10-28,15,1235,2427,624,901583
2020-10-28,08,999,1212,4593,1531311
2020-10-28,06,146,406,382,521139
2020-10-28,12,1669,1963,1158,1361332
2020-10-28,07,878,926,1733,424986
2020-10-28,03,3072,7558,17357,2808259
2020-10-28,11,250,351,1008,310091
2020-10-28,14,19,19,31,61105
2020-10-28,05,181,190,304,225141
2020-10-28,05,94,191,432,280137
2020-10-28,01,2237,2827,4305,984720
2020-10-28,16,690,772,699,537592
2020-10-28,20,298,362,205,257266
2020-10-28,19,787,708,459,662150
2020-10-28,09,857,1708,1297,1041270
2020-10-28,10,255,401,114,286380
2020-10-28,02,107,77,157,39314
2020-10-28,05,708,2143,2355,2275869
2020-10-29,13,331,482,540,280591
2020-10-29,17,74,86,47,100470
2020-10-29,18,134,225,113,268987
2020-10-29,15,1297,3103,644,919318
2020-10-29,08,1054,1545,4601,1553171
2020-10-29,06,152,468,387,526798
2020-10-29,12,1786,1995,1173,1386496
2020-10-29,07,907,1018,1742,431053
2020-10-29,03,3355,7339,17414,2850943
2020-10-29,11,247,686,1009,314006
2020-10-29,14,19,94,32,61905
2020-10-29,05,193,298,306,227707
2020-10-29,05,109,173,435,283240
2020-10-29,01,2381,2585,4332,997507
2020-10-29,16,669,716,706,544675
2020-10-29,20,322,282,207,260726
2020-10-29,19,839,789,472,669376
2020-10-29,09,956,1966,1310,1056864
2020-10-29,10,260,694,119,290964
2020-10-29,02,120,178,162,40095
2020-10-29,05,759,2109,2371,2288598
2020-10-30,13,355,428,542,283894
2020-10-30,17,74,95,48,102296
2020-10-30,18,142,239,114,271839
2020-10-30,15,1385,3186,659,937974
2020-10-30,08,1157,1763,4612,1570748
2020-10-30,06,161,505,394,532815
2020-10-30,12,1873,2246,1190,1411900
2020-10-30,07,948,999,1749,437287
2020-10-30,03,3698,8960,17462,2897835
2020-10-30,11,262,524,1013,317571
2020-10-30,14,18,114,32,63048
2020-10-30,05,233,350,308,230235
2020-10-30,05,118,222,437,286096
2020-10-30,01,2547,2719,4355,1013484
2020-10-30,16,634,791,713,550266
2020-10-30,20,323,298,214,264292
2020-10-30,19,895,984,484,676669
2020-10-30,09,1007,2765,1320,1074698
2020-10-30,10,260,729,121,294451
2020-10-30,02,127,155,166,40780
2020-10-30,05,777,3012,2388,2310397
2020-10-31,13,371,450,550,287781
2020-10-31,17,83,117,49,103999
2020-10-31,18,154,202,116,274973
2020-10-31,15,1403,3669,673,958834
2020-10-31,08,1223,2046,4631,1589691
2020-10-31,06,167,726,397,539077
2020-10-31,12,1944,2289,1212,1437667
2020-10-31,07,1036,1068,1774,443676
2020-10-31,03,4033,8919,17535,2944616
2020-10-31,11,275,502,1019,320766
2020-10-31,14,17,83,37,63701
2020-10-31,05,237,547,312,233334
2020-10-31,05,121,390,438,289152
2020-10-31,01,2683,2887,4383,1029059
2020-10-31,16,638,762,723,556545
2020-10-31,20,349,325,227,267615
2020-10-31,19,962,952,502,684775
2020-10-31,09,1046,2540,1345,1090874
2020-10-31,10,277,483,126,298628
2020-10-31,02,146,104,168,41184
2020-10-31,05,801,2697,2401,2328514
2020-11-01,13,391,489,554,291057
2020-11-01,17,86,150,49,105510
2020-11-01,18,161,245,117,277844
2020-11-01,15,1416,3860,676,980619
2020-11-01,08,1267,1758,4647,1601730
2020-11-01,06,180,403,398,542817
2020-11-01,12,2055,2351,1231,1460609
2020-11-01,07,1080,736,1781,447720
2020-11-01,03,4246,8607,17589,2984274
2020-11-01,11,327,683,1021,323790
2020-11-01,14,18,101,40,64556
2020-11-01,05,273,534,315,236165
2020-11-01,05,152,210,441,291762
2020-11-01,01,2844,2024,4394,1039308
2020-11-01,16,677,680,731,563078
2020-11-01,20,336,399,234,270574
2020-11-01,19,999,1095,518,693322
2020-11-01,09,1106,2379,1363,1106715
2020-11-01,10,295,768,135,302117
2020-11-01,02,161,135,174,41665
2020-11-01,05,832,2300,2418,2342686
2020-11-02,13,401,478,556,294594
2020-11-02,17,88,111,51,107115
2020-11-02,18,164,254,118,280187
2020-11-02,15,1486,2861,700,996251
2020-11-02,08,1382,1652,4664,1612029
2020-11-02,06,179,218,403,545374
2020-11-02,12,2032,1859,1254,1480183
2020-11-02,07,1133,599,1790,450566
2020-11-02,03,4406,5278,17635,3008361
2020-11-02,11,334,373,1025,325563
2020-11-02,14,22,101,41,65282
2020-11-02,05,293,437,319,238444
2020-11-02,05,178,187,444,292699
2020-11-02,01,3108,2003,4415,1050421
2020-11-02,16,705,626,740,567138
2020-11-02,20,339,324,235,273941
2020-11-02,19,1025,1024,536,701356
2020-11-02,09,1217,2009,1387,1118732
2020-11-02,10,308,193,140,302745
2020-11-02,02,167,122,179,42151
2020-11-02,05,873,1544,2427,2350517
2020-11-03,13,429,601,564,298279
2020-11-03,17,87,102,54,108261
2020-11-03,18,184,266,121,283075
2020-11-03,15,1497,2971,724,1010052
2020-11-03,08,1464,1912,4687,1635729
2020-11-03,06,205,366,411,550607
2020-11-03,12,2192,2209,1275,1505664
2020-11-03,07,1147,1052,1810,457185
2020-11-03,03,4740,6804,17752,3040698
2020-11-03,11,374,431,1031,328103
2020-11-03,14,24,93,41,65986
2020-11-03,05,287,495,320,240990
2020-11-03,05,200,112,447,294266
2020-11-03,01,3379,3169,4444,1063115
2020-11-03,16,749,1163,753,573093
2020-11-03,20,337,302,239,276430
2020-11-03,19,1072,1048,550,709371
2020-11-03,09,1261,2336,1403,1133147
2020-11-03,10,305,420,148,307285
2020-11-03,02,170,94,180,42561
2020-11-03,05,1011,2298,2458,2362039
2020-11-04,13,427,423,568,301822
2020-11-04,17,89,226,54,109904
2020-11-04,18,212,262,124,285949
2020-11-04,15,1569,4181,739,1031736
2020-11-04,08,1554,1758,4699,1654130
2020-11-04,06,215,436,414,555640
2020-11-04,12,2317,2432,1309,1532276
2020-11-04,07,1196,1122,1834,463326
2020-11-04,03,5018,7758,17848,3084414
2020-11-04,11,398,653,1032,331756
2020-11-04,14,28,26,41,66717
2020-11-04,05,309,249,322,242847
2020-11-04,05,211,225,451,297948
2020-11-04,01,3525,3577,4481,1079137
2020-11-04,16,745,994,763,579289
2020-11-04,20,344,184,241,278341
2020-11-04,19,1105,1155,569,718747
2020-11-04,09,1319,1828,1445,1148233
2020-11-04,10,307,496,154,311270
2020-11-04,02,152,129,181,43115
2020-11-04,05,1076,2436,2478,2381170
2020-11-05,13,458,571,577,305438
2020-11-05,17,90,135,56,111519
2020-11-05,18,217,358,128,289361
2020-11-05,15,1608,3888,756,1051304
2020-11-05,08,1588,2180,4712,1674462
2020-11-05,06,268,546,423,561085
2020-11-05,12,2508,2735,1344,1562559
2020-11-05,07,1236,1208,1863,469913
2020-11-05,03,5318,8822,17987,3125958
2020-11-05,11,421,698,1034,335105
2020-11-05,14,27,107,42,67480
2020-11-05,05,335,762,326,246883
2020-11-05,05,224,320,454,301199
2020-11-05,01,3698,3171,4520,1095992
2020-11-05,16,745,850,789,586832
2020-11-05,20,340,413,247,282377
2020-11-05,19,1147,1322,594,728244
2020-11-05,09,1387,2273,1470,1164607
2020-11-05,10,319,768,165,316038
2020-11-05,02,160,114,189,43640
2020-11-05,05,1162,3264,2516,2397655
2020-11-06,13,468,395,584,308505
2020-11-06,17,100,249,59,112980
2020-11-06,18,212,264,132,292222
2020-11-06,15,1677,4508,796,1075201
2020-11-06,08,1673,1953,4752,1695309
2020-11-06,06,260,542,435,567637
2020-11-06,12,2511,2699,1370,1591303
2020-11-06,07,1315,1127,1879,475685
2020-11-06,03,5563,9934,18118,3172359
2020-11-06,11,444,697,1037,338947
2020-11-06,14,26,76,45,68295
2020-11-06,05,356,713,330,249844
2020-11-06,05,226,261,459,304662
2020-11-06,01,3871,4878,4549,1117280
2020-11-06,16,787,946,802,594560
2020-11-06,20,392,359,249,286076
2020-11-06,19,1157,1423,628,737769
2020-11-06,09,1303,2592,1502,1180350
2020-11-06,10,326,767,174,320893
2020-11-06,02,154,129,195,44359
2020-11-06,05,1184,3297,2543,2417660
2020-11-07,13,484,432,596,311779
2020-11-07,17,98,105,63,114138
2020-11-07,18,227,392,136,295772
2020-11-07,15,1756,4309,811,1097897
2020-11-07,08,1723,2009,4781,1715527
2020-11-07,06,286,872,442,576329
2020-11-07,12,2619,2618,1397,1621947
2020-11-07,07,1303,1092,1914,481315
2020-11-07,03,5813,11489,18226,3218458
2020-11-07,11,454,631,1045,342550
2020-11-07,14,26,152,45,69110
2020-11-07,05,361,773,337,253304
2020-11-07,05,243,251,464,307285
2020-11-07,01,4122,4437,4594,1134670
2020-11-07,16,876,1054,816,601641
2020-11-07,20,390,425,253,289502
2020-11-07,19,1161,1363,663,746200
2020-11-07,09,1368,2787,1532,1198493
2020-11-07,10,345,688,178,325727
2020-11-07,02,154,117,202,44845
2020-11-07,05,1300,3815,2568,2437080
2020-11-08,13,484,584,596,315128
2020-11-08,17,102,246,64,115374
2020-11-08,18,233,359,140,298954
2020-11-08,15,1817,4601,826,1123703
2020-11-08,08,1836,2360,4816,1728477
2020-11-08,06,301,504,451,580815
2020-11-08,12,2686,2489,1413,1646433
2020-11-08,07,1334,886,1916,486171
2020-11-08,03,6225,6318,18343,3256646
2020-11-08,11,493,502,1050,345496
2020-11-08,14,39,91,48,69856
2020-11-08,05,398,781,341,256302
2020-11-08,05,255,182,465,308944
2020-11-08,01,4367,3884,4629,1149489
2020-11-08,16,880,766,837,608364
2020-11-08,20,400,424,255,293794
2020-11-08,19,1250,1083,676,753094
2020-11-08,09,1474,2479,1561,1214035
2020-11-08,10,353,660,188,329812
2020-11-08,02,158,55,205,45323
2020-11-08,05,1355,3362,2574,2448503
2020-11-09,13,513,625,602,319079
2020-11-09,17,111,132,64,116105
2020-11-09,18,256,443,144,301158
2020-11-09,15,1949,3120,844,1139496
2020-11-09,08,1939,2025,4824,1740948
2020-11-09,06,319,320,456,583139
2020-11-09,12,2761,2153,1429,1668951
2020-11-09,07,1387,538,1937,489301
2020-11-09,03,6414,4777,18442,3277767
2020-11-09,11,519,262,1057,346762
2020-11-09,14,38,98,49,70872
2020-11-09,05,411,583,345,258543
2020-11-09,05,275,257,471,309953
2020-11-09,01,4540,2876,4678,1162525
2020-11-09,16,968,730,844,612467
2020-11-09,20,408,327,268,296721
2020-11-09,19,1303,1023,703,761552
2020-11-09,09,1542,2244,1594,1227725
2020-11-09,10,360,314,197,330852
2020-11-09,02,159,201,207,45993
2020-11-09,05,1464,2223,2595,2462529
2020-11-10,13,530,746,628,323845
2020-11-10,17,138,224,66,117676
2020-11-10,18,283,409,151,304240
2020-11-10,15,2061,2716,862,1153786
2020-11-10,08,2020,2430,4845,1763487
2020-11-10,06,336,482,476,589577
2020-11-10,12,2785,2608,1465,1698266
2020-11-10,07,1315,1172,1976,496323
2020-11-10,03,6682,10955,18571,3324961
2020-11-10,11,525,504,1067,349370
2020-11-10,14,44,42,56,71289
2020-11-10,05,427,375,350,260395
2020-11-10,05,290,243,477,312336
2020-11-10,01,4715,3659,4742,1178337
2020-11-10,16,1029,1245,869,621292
2020-11-10,20,403,489,279,300600
2020-11-10,19,1348,1201,735,770408
2020-11-10,09,1582,2223,1648,1241973
2020-11-10,10,363,485,206,336098
2020-11-10,02,161,127,218,46630
2020-11-10,05,1596,2763,2643,2479307
2020-11-11,13,546,662,644,328068
2020-11-11,17,133,168,69,119132
2020-11-11,18,286,376,156,307611
2020-11-11,15,2077,3166,896,1172232
2020-11-11,08,2072,2428,4876,1784161
2020-11-11,06,346,572,489,595748
2020-11-11,12,2913,2479,1503,1724820
2020-11-11,07,1315,1102,2009,503245
2020-11-11,03,6907,8180,18723,3377673
2020-11-11,11,536,701,1077,353026
2020-11-11,14,48,71,57,72092
2020-11-11,05,427,386,359,263053
2020-11-11,05,307,253,485,316663
2020-11-11,01,4790,2953,4826,1191915
2020-11-11,16,1131,1332,896,629205
2020-11-11,20,418,416,293,304775
2020-11-11,19,1376,1487,762,780247
2020-11-11,09,1628,2507,1701,1259794
2020-11-11,10,359,515,218,340853
2020-11-11,02,160,125,225,47373
2020-11-11,05,1669,3082,2689,2494150
2020-11-12,13,547,541,646,330704
2020-11-12,17,134,202,72,120747
2020-11-12,18,298,426,157,310924
2020-11-12,15,1944,4065,927,1196072
2020-11-12,08,2094,2402,4925,1804471
2020-11-12,06,346,838,498,603277
2020-11-12,12,2953,2686,1552,1753939
2020-11-12,07,1363,1013,2040,509052
2020-11-12,03,7047,9291,18910,3420606
2020-11-12,11,536,834,1083,357212
2020-11-12,14,55,73,61,72790
2020-11-12,05,448,694,365,266490
2020-11-12,05,338,253,493,319005
2020-11-12,01,4833,4787,4903,1216816
2020-11-12,16,1193,1434,935,638141
2020-11-12,20,424,301,298,308919
2020-11-12,19,1391,1692,802,789702
2020-11-12,09,1653,1932,1738,1275580
2020-11-12,10,354,783,226,346677
2020-11-12,02,159,167,231,48023
2020-11-12,05,1763,3564,2727,2511361
2020-11-13,13,567,683,661,335473
2020-11-13,17,141,307,73,123016
2020-11-13,18,338,297,164,313881
2020-11-13,15,2153,4079,967,1221582
2020-11-13,08,2164,2384,4965,1824983
2020-11-13,06,366,831,506,610398
2020-11-13,12,3018,2925,1586,1782248
2020-11-13,07,1372,1209,2058,516330
2020-11-13,03,7319,10634,19028,3476242
2020-11-13,11,559,740,1094,360800
2020-11-13,14,55,63,62,73624
2020-11-13,05,453,820,374,269673
2020-11-13,05,353,202,505,323655
2020-11-13,01,4890,5258,4964,1239594
2020-11-13,16,1249,1350,957,646602
2020-11-13,20,472,623,313,313844
2020-11-13,19,1450,1707,837,799919
2020-11-13,09,1656,2478,1793,1294003
2020-11-13,10,359,604,234,351691
2020-11-13,02,149,103,234,48853
2020-11-13,05,1831,3605,2764,2529005
2020-11-14,13,545,939,671,340656
2020-11-14,17,144,265,78,125266
2020-11-14,18,345,333,169,317254
2020-11-14,15,2080,3351,994,1242244
2020-11-14,08,2243,2637,5008,1846431
2020-11-14,06,378,558,516,615669
2020-11-14,12,3076,2997,1625,1812070
2020-11-14,07,1402,1091,2088,522497
2020-11-14,03,7621,8129,19186,3511792
2020-11-14,11,484,779,1102,365075
2020-11-14,14,55,121,66,74598
2020-11-14,05,456,690,379,272538
2020-11-14,05,355,206,516,327667
2020-11-14,01,4902,4471,5001,1259309
2020-11-14,16,1289,1741,973,656347
2020-11-14,20,506,396,318,317869
2020-11-14,19,1462,1729,860,809193
2020-11-14,09,1679,2420,1835,1313187
2020-11-14,10,361,579,242,356390
2020-11-14,02,146,245,240,49650
2020-11-14,05,1869,3578,2816,2547409
2020-11-15,13,565,470,679,344353
2020-11-15,17,155,158,79,126798
2020-11-15,18,342,344,174,319813
2020-11-15,15,2224,3771,1029,1267192
2020-11-15,08,2285,2822,5044,1858993
2020-11-15,06,401,608,528,620174
2020-11-15,12,3159,2612,1646,1834504
2020-11-15,07,1393,822,2109,527347
2020-11-15,03,7781,8060,19367,3550494
2020-11-15,11,483,707,1111,368894
2020-11-15,14,60,85,67,75505
2020-11-15,05,479,628,398,275464
2020-11-15,05,370,268,524,330149
2020-11-15,01,4921,3682,5046,1273021
2020-11-15,16,1261,905,985,662417
2020-11-15,20,510,370,322,321255
2020-11-15,19,1476,1422,896,816609
2020-11-15,09,1734,2653,1879,1331924
2020-11-15,10,366,657,253,360719
2020-11-15,02,148,143,248,50230
2020-11-15,05,1934,2792,2845,2562531
2020-11-16,13,571,642,690,347929
2020-11-16,17,140,127,85,127634
2020-11-16,18,358,297,180,321542
2020-11-16,15,2190,4079,1066,1292302
2020-11-16,08,2393,2547,5067,1873435
2020-11-16,06,407,456,546,623585
2020-11-16,12,3099,2407,1680,1854203
2020-11-16,07,1381,365,2124,529552
2020-11-16,03,7901,4128,19466,3568531
2020-11-16,11,499,282,1119,370514
2020-11-16,14,56,126,71,76439
2020-11-16,05,487,544,405,277572
2020-11-16,05,386,181,539,332049
2020-11-16,01,5074,3476,5117,1288923
2020-11-16,16,1295,1044,1021,666842
2020-11-16,20,510,411,328,323605
2020-11-16,19,1501,1461,932,824760
2020-11-16,09,1777,2433,1915,1347451
2020-11-16,10,375,283,262,361474
2020-11-16,02,151,99,253,50819
2020-11-16,05,1985,1966,2867,2571888
2020-11-17,13,590,729,703,352882
2020-11-17,17,150,269,85,130005
2020-11-17,18,353,680,187,325886
2020-11-17,15,2236,3019,1085,1308480
2020-11-17,08,2451,2219,5115,1895816
2020-11-17,06,454,536,556,629511
2020-11-17,12,3066,2538,1739,1879261
2020-11-17,07,1393,685,2144,535222
2020-11-17,03,8151,8448,19668,3606814
2020-11-17,11,525,357,1130,372822
2020-11-17,14,60,147,72,77253
2020-11-17,05,482,258,414,278912
2020-11-17,05,388,276,542,333667
2020-11-17,01,5150,2606,5190,1305054
2020-11-17,16,1316,1234,1057,673070
2020-11-17,20,512,502,340,327258
2020-11-17,19,1505,1698,971,835534
2020-11-17,09,1792,2361,1967,1363146
2020-11-17,10,368,351,275,367077
2020-11-17,02,152,154,257,51410
